127.0.0.1,A,0.0018796920776367188
127.0.0.1,D,0.0013759136199951172
127.0.0.1,A,0.0018649101257324219
127.0.0.1,D,0.001402139663696289
127.0.0.1,A,0.0014917850494384766
127.0.0.1,D,0.0012242794036865234
127.0.0.1,A,0.0030689239501953125
127.0.0.1,D,0.0014579296112060547
127.0.0.1,A,0.0017349720001220703
127.0.0.1,D,0.0012707710266113281
127.0.0.1,A,0.0016639232635498047
127.0.0.1,D,0.0013761520385742188
127.0.0.1,A,0.0015752315521240234
127.0.0.1,D,0.0019469261169433594
127.0.0.1,A,0.0014147758483886719
127.0.0.1,D,0.002615690231323242
127.0.0.1,A,0.0015397071838378906
127.0.0.1,D,0.00183868408203125
127.0.0.1,A,0.0015139579772949219
127.0.0.1,D,0.0014290809631347656
127.0.0.1,A,0.0028791427612304688
127.0.0.1,D,0.0015361309051513672
127.0.0.1,A,0.003945827484130859
127.0.0.1,D,0.001371145248413086
127.0.0.1,A,0.001132965087890625
127.0.0.1,D,0.0014472007751464844
127.0.0.1,A,0.0013680458068847656
127.0.0.1,D,0.0018620491027832031
127.0.0.1,A,0.005510091781616211
127.0.0.1,D,0.0011909008026123047
127.0.0.1,A,0.0011909008026123047
127.0.0.1,D,0.0011551380157470703
127.0.0.1,A,0.002643108367919922
127.0.0.1,D,0.001566171646118164
127.0.0.1,A,0.001405954360961914
127.0.0.1,D,0.0032329559326171875
127.0.0.1,A,0.0015101432800292969
127.0.0.1,D,0.0022428035736083984
127.0.0.1,A,0.0017561912536621094
127.0.0.1,D,0.0017940998077392578
127.0.0.1,A,0.0013546943664550781
127.0.0.1,D,0.0010349750518798828
127.0.0.1,A,0.0018849372863769531
127.0.0.1,D,0.0012319087982177734
127.0.0.1,A,0.0012149810791015625
127.0.0.1,D,0.0017402172088623047
127.0.0.1,A,0.0011887550354003906
127.0.0.1,D,0.0011639595031738281
{self.own_address}:{self.bind_port},D,0.0010519027709960938
{self.own_address}:{self.bind_port},A,0.0020308494567871094
