publisher,topic,total_time_seconds
10.0.0.16:5556,C,0.0005588531494140625
10.0.0.11:5556,C,0.00041174888610839844
10.0.0.8:5556,C,0.0012919902801513672
10.0.0.26:5556,C,0.0011663436889648438
10.0.0.21:5556,C,0.0010180473327636719
10.0.0.16:5556,B,0.0005764961242675781
10.0.0.11:5556,B,0.0004303455352783203
10.0.0.8:5556,B,0.0003597736358642578
10.0.0.26:5556,B,0.0005745887756347656
10.0.0.21:5556,B,0.0002536773681640625
10.0.0.16:5556,C,0.0009505748748779297
10.0.0.11:5556,C,0.0006735324859619141
10.0.0.1:5556,B,0.0011410713195800781
10.0.0.8:5556,C,0.0009496212005615234
10.0.0.26:5556,C,0.0009415149688720703
10.0.0.21:5556,C,0.0007970333099365234
10.0.0.1:5556,C,0.0010418891906738281
10.0.0.16:5556,B,0.0016083717346191406
10.0.0.11:5556,B,0.0012776851654052734
10.0.0.8:5556,B,0.0009899139404296875
10.0.0.21:5556,B,0.0020427703857421875
10.0.0.26:5556,B,0.0016031265258789062
10.0.0.11:5556,C,0.0010478496551513672
10.0.0.16:5556,C,0.0006608963012695312
10.0.0.8:5556,C,0.000978231430053711
10.0.0.1:5556,B,0.0009481906890869141
10.0.0.21:5556,C,0.0010645389556884766
10.0.0.26:5556,C,0.0006418228149414062
10.0.0.1:5556,C,0.0010471343994140625
10.0.0.11:5556,B,0.0011141300201416016
10.0.0.16:5556,B,0.0014050006866455078
10.0.0.8:5556,B,0.0007801055908203125
10.0.0.21:5556,B,0.0007357597351074219
10.0.0.26:5556,B,0.0008249282836914062
10.0.0.11:5556,C,0.0011959075927734375
10.0.0.16:5556,C,0.0013797283172607422
10.0.0.8:5556,C,0.0010635852813720703
10.0.0.1:5556,B,0.0006525516510009766
10.0.0.21:5556,C,0.001485586166381836
10.0.0.26:5556,C,0.0010879039764404297
10.0.0.1:5556,C,0.0008740425109863281
10.0.0.11:5556,B,0.0007886886596679688
10.0.0.16:5556,B,0.0012471675872802734
10.0.0.8:5556,B,0.0004513263702392578
10.0.0.21:5556,B,0.0008425712585449219
10.0.0.26:5556,B,0.0006453990936279297
